Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
339,Jett Howard,22,ORL,SF,52,0,664,11.1,.555,.586,.151,3.5,10.7,7.1,9.5,0.7,1.4,5.2,17.2,0.7,0.5,1.1,.081,-1.0,-1.2,-2.1,0.0,,howarje01
340,Aaron Holiday,29,HOU,PG,49,1,660,9.6,.564,.656,.165,1.5,6.1,3.9,10.2,1.7,0.6,12.4,17.5,0.5,0.6,1.1,.077,-2.6,-0.5,-3.1,-0.2,,holidaa01
341,Tristan Vukcevic,22,WAS,C,48,11,660,17.3,.592,.455,.352,5.1,18.5,11.7,12.5,1.6,4.4,14.4,26.5,0.3,0.4,0.7,.049,0.3,-0.9,-0.5,0.2,,vukcetr01
342,Tre Mann,24,CHO,PG,48,1,649,8.3,.464,.522,.093,3.5,11.8,7.7,18.8,1.8,0.7,14.9,23.2,-0.7,0.7,0.0,-0.004,-4.3,-0.9,-5.2,-0.5,,manntr01
343,Johnny Furphy,21,IND,SG,35,21,643,9.2,.547,.477,.235,5.3,21.1,13.0,8.7,1.5,0.9,15.0,12.8,0.0,0.5,0.5,.035,-3.9,0.1,-3.8,-0.3,,furphjo01
344,Anthony Davis,32,DAL,PF,20,20,626,21.6,.551,.111,.243,10.7,26.6,18.8,15.1,1.7,4.5,10.0,27.5,0.4,1.0,1.4,.106,1.5,0.9,2.4,0.7,,davisan02
345,Gary Harris,31,MIL,SG,45,2,617,7.8,.611,.681,.099,2.4,7.8,5.1,9.5,2.0,1.1,15.9,8.1,0.4,0.3,0.7,.053,-3.4,0.7,-2.7,-0.1,,harriga01
346,Kevin Love,37,UTA,PF,37,5,613,14.8,.568,.714,.221,9.6,28.9,19.0,14.7,1.1,1.4,12.1,16.7,0.8,0.3,1.1,.090,1.1,-0.9,0.2,0.3,,loveke01
347,Dorian Finney-Smith,32,HOU,PF,35,1,590,5.0,.435,.775,.058,6.1,10.6,8.3,7.1,1.3,0.9,15.2,10.3,-0.2,0.5,0.4,.031,-4.7,-0.1,-4.7,-0.4,,finnedo01
348,Zeke Nnaji,25,DEN,PF,49,3,585,10.5,.562,.350,.314,6.2,17.8,12.3,5.3,1.4,3.3,13.6,13.7,0.2,0.6,0.8,.067,-3.5,-0.1,-3.5,-0.2,,nnajize01
349,Grant Williams,27,CHO,PF,30,3,583,12.2,.610,.733,.342,7.1,15.4,11.3,11.3,0.9,2.0,14.7,14.3,0.9,0.6,1.5,.119,0.1,0.7,0.8,0.4,,willigr01
350,Pete Nance,25,MIL,PF,41,3,580,11.3,.645,.599,.041,4.3,14.7,9.6,8.2,0.9,1.7,11.8,12.9,0.6,0.3,0.8,.069,-1.2,-1.3,-2.6,-0.1,,nancepe01
351,Rasheer Fleming,21,PHO,PF,49,0,573,11.0,.514,.598,.152,9.9,11.6,10.8,2.9,1.6,3.2,8.4,15.9,0.2,0.6,0.9,.073,-2.5,-0.9,-3.5,-0.2,,flemira01
352,Tidjane Salaün,20,CHO,PF,36,0,571,13.1,.632,.525,.253,5.2,23.9,14.7,6.7,1.4,1.1,12.5,14.8,0.7,0.7,1.4,.119,-1.0,0.4,-0.6,0.2,,salauti01
353,Mohamed Diawara,20,NYK,SF,64,6,570,10.5,.563,.615,.087,2.9,14.3,8.6,10.5,1.2,1.1,12.1,17.2,0.2,0.6,0.9,.073,-1.4,0.0,-1.5,0.1,,diawamo01
354,Jamaree Bouyea,26,PHO,PG,41,0,570,14.1,.535,.330,.153,3.0,11.7,7.2,17.4,2.4,2.4,9.2,17.8,0.5,0.7,1.2,.104,-1.0,1.4,0.4,0.4,,bouyeja01
355,Ja Morant,26,MEM,PG,20,20,569,16.7,.521,.264,.363,1.5,11.0,6.2,44.9,1.7,1.0,16.0,32.5,0.0,0.3,0.4,.031,0.5,-2.0,-1.5,0.1,,moranja01
356,Scoot Henderson,21,POR,PG,24,4,567,13.1,.554,.473,.337,2.4,10.4,6.4,25.7,1.5,1.1,17.0,26.1,0.2,0.5,0.7,.061,-1.7,-0.8,-2.5,-0.1,,hendesc01
357,Jordan Hawkins,23,NOP,SG,46,0,566,5.6,.441,.572,.103,2.8,10.4,6.6,7.0,0.8,1.3,10.6,16.8,-0.7,0.1,-0.6,-0.049,-4.2,-3.0,-7.1,-0.7,,hawkijo01
358,Domantas Sabonis,29,SAC,C,19,15,564,19.2,.590,.122,.348,12.3,31.0,21.4,21.3,1.5,0.6,16.7,23.1,0.7,0.4,1.1,.094,0.7,-0.2,0.5,0.4,,sabondo01
359,Jase Richardson,20,ORL,SG,49,0,561,11.4,.576,.441,.226,3.9,8.1,6.0,14.6,1.4,0.3,11.0,16.5,0.5,0.4,0.9,.079,-1.8,-0.9,-2.7,-0.1,,richaja02
360,Sharife Cooper,24,WAS,PG,34,1,558,11.6,.566,.303,.231,2.6,11.6,7.1,23.7,0.9,0.6,18.0,19.6,0.1,0.0,0.1,.011,-2.5,-2.8,-5.2,-0.5,,coopesh01
361,Drew Eubanks,28,SAC,C,42,11,552,13.6,.605,.045,.365,7.7,18.3,12.8,5.0,1.3,4.3,14.2,16.3,0.3,0.3,0.6,.052,-3.0,-0.8,-3.8,-0.3,,eubandr01
362,Dalen Terry,23,2TM,SG,47,0,546,11.6,.522,.429,.188,5.0,11.5,8.2,16.2,2.5,2.4,13.5,14.8,0.2,0.5,0.7,.062,-2.4,0.7,-1.7,0.0,,terryda01
362,Dalen Terry,23,CHI,SG,34,0,377,11.7,.539,.451,.167,5.5,12.5,9.0,15.0,2.7,2.5,16.1,14.5,0.1,0.4,0.5,.059,-2.4,1.1,-1.3,0.1,,terryda01
362,Dalen Terry,23,PHI,SG,13,0,169,11.4,.489,.385,.231,3.8,9.2,6.5,18.7,2.0,2.2,8.0,15.5,0.1,0.1,0.2,.068,-2.4,-0.1,-2.6,0.0,,terryda01
363,Elijah Harkless,25,UTA,SG,26,9,545,9.1,.471,.547,.398,2.0,8.7,5.3,17.8,2.7,1.1,12.1,16.3,-0.1,0.2,0.1,.005,-5.0,-0.8,-5.8,-0.5,,harklej01
364,Cole Anthony,25,MIL,PG,35,0,527,10.8,.483,.312,.113,3.5,15.1,9.3,34.7,1.9,2.1,21.1,25.8,-0.9,0.4,-0.5,-0.043,-3.9,-0.9,-4.8,-0.4,,anthoco01
365,Jonathan Isaac,28,ORL,PF,52,0,521,11.7,.498,.349,.532,9.1,19.3,14.2,5.6,1.9,5.3,11.8,12.4,0.1,0.8,0.9,.082,-2.9,1.2,-1.6,0.1,,isaacjo01
366,Devin Carter,23,SAC,PG,32,6,519,13.6,.509,.388,.306,5.2,14.6,9.8,20.4,2.4,0.9,14.5,23.8,-0.2,0.3,0.1,.006,-1.9,-1.2,-3.1,-0.1,,cartede02
367,Jahmai Mashack,23,MEM,SG,26,4,516,7.7,.473,.376,.148,3.9,8.1,6.0,9.4,2.9,2.2,15.5,15.1,-0.6,0.5,-0.1,-0.009,-5.7,-0.4,-6.0,-0.5,,mashaja01
368,Dalton Knecht,24,LAL,SF,49,1,513,9.3,.547,.583,.114,3.1,12.2,7.8,4.6,1.0,1.8,9.8,17.3,-0.1,0.3,0.3,.026,-2.7,-1.7,-4.4,-0.3,,knechda01
369,Leonard Miller,22,2TM,SF,39,7,499,15.9,.622,.391,.190,8.1,18.8,13.5,8.3,1.2,1.6,10.3,18.7,0.7,0.4,1.1,.108,-0.3,-0.7,-1.0,0.1,,millele01
369,Leonard Miller,22,MIN,SF,19,0,95,12.2,.581,.364,.333,8.3,20.3,14.4,7.6,2.0,0.0,19.2,20.8,0.0,0.1,0.1,.051,-5.3,-0.6,-5.8,-0.1,,millele01
369,Leonard Miller,22,CHI,SF,20,7,404,16.7,.631,.397,.159,8.0,18.4,13.3,8.4,1.0,1.9,8.0,18.2,0.7,0.3,1.0,.121,0.9,-0.7,0.2,0.2,,millele01
370,D'Angelo Russell,29,DAL,PG,26,3,495,12.4,.511,.483,.259,1.7,11.2,6.5,31.2,1.1,0.3,15.9,26.1,-0.3,0.3,0.0,-0.001,-0.7,-1.6,-2.3,0.0,,russeda01
371,Jamison Battle,24,TOR,SF,55,2,494,10.3,.633,.610,.088,4.3,15.7,9.9,6.0,0.7,0.6,11.9,13.9,0.4,0.5,0.8,.082,-1.8,-1.0,-2.8,-0.1,,battlja01
372,Keaton Wallace,26,ATL,PG,49,2,489,11.0,.547,.601,.092,0.7,10.8,5.7,22.5,2.0,0.9,13.6,15.7,0.3,0.5,0.8,.078,-2.3,0.3,-2.0,0.0,,wallake01
373,Trayce Jackson-Davis,25,2TM,C,49,1,481,16.3,.574,.008,.583,14.4,17.9,16.1,11.4,1.7,4.4,12.7,15.2,0.7,0.6,1.4,.135,-0.9,0.5,-0.4,0.2,,jackstr02
373,Trayce Jackson-Davis,25,GSW,C,36,1,411,16.0,.601,.010,.510,12.5,17.9,15.1,11.1,1.5,4.2,12.6,14.7,0.7,0.5,1.2,.138,-1.0,0.6,-0.3,0.2,,jackstr02
373,Trayce Jackson-Davis,25,TOR,C,13,0,70,18.3,.444,.000,1.000,25.5,18.0,21.8,13.0,2.8,5.5,13.4,18.3,0.0,0.1,0.2,.115,-0.2,-0.4,-0.6,0.0,,jackstr02
374,Kam Jones,23,IND,SG,30,7,463,7.9,.486,.447,.065,2.1,8.2,5.1,23.5,1.4,0.0,17.6,14.1,-0.2,0.1,0.0,-0.001,-4.4,-1.9,-6.3,-0.5,,joneska03
375,Tyrese Proctor,21,CLE,PG,45,1,460,10.8,.535,.597,.183,2.1,9.1,5.6,16.5,2.1,0.0,12.6,21.0,0.1,0.4,0.5,.052,-3.1,-0.4,-3.5,-0.2,,proctty01
376,Cam Christie,20,LAC,SG,49,0,454,10.0,.500,.377,.385,4.8,14.0,9.5,9.1,1.8,0.6,11.6,16.8,-0.1,0.4,0.3,.031,-3.0,-0.9,-3.9,-0.2,,chrisca02
377,Asa Newell,20,ATL,PF,40,1,445,13.6,.628,.463,.168,8.9,10.9,9.9,6.2,1.6,2.7,11.6,17.0,0.5,0.5,1.0,.105,-1.3,-0.5,-1.8,0.0,,newelas01
378,Amir Coffey,28,2TM,SG,43,2,437,10.2,.593,.441,.301,4.5,8.8,6.7,7.4,0.9,1.1,5.4,11.1,0.6,0.2,0.8,.087,-2.1,-1.0,-3.1,-0.1,,coffeam01
378,Amir Coffey,28,MIL,SG,30,2,265,8.4,.584,.455,.273,2.6,8.5,5.5,5.5,0.6,1.1,6.1,11.0,0.2,0.0,0.3,.047,-3.3,-2.1,-5.3,-0.2,,coffeam01
378,Amir Coffey,28,PHO,SG,13,0,172,13.0,.606,.421,.342,7.5,9.3,8.4,10.2,1.4,1.1,4.4,11.3,0.4,0.1,0.5,.147,-0.3,0.7,0.4,0.1,,coffeam01
379,Ariel Hukporti,23,NYK,C,49,4,434,10.6,.608,.067,.467,11.7,23.0,17.3,6.8,0.9,5.4,27.9,9.9,0.2,0.7,0.9,.101,-4.2,1.7,-2.5,-0.1,,hukpoar01
380,Bogdan Bogdanović,33,LAC,SG,21,3,429,8.2,.507,.603,.177,1.7,13.2,7.6,16.6,1.2,0.2,14.6,18.4,-0.2,0.3,0.1,.010,-2.9,-0.9,-3.9,-0.2,,bogdabo01
381,Ethan Thompson,26,IND,SG,25,7,427,7.0,.483,.626,.138,3.0,8.6,5.8,11.1,1.7,1.4,10.9,14.6,-0.2,0.2,0.0,.000,-4.5,-0.2,-4.7,-0.3,,thompet01
382,Moussa Cisse,23,DAL,C,34,1,425,14.7,.567,.000,.795,17.0,24.4,20.8,2.5,1.3,7.4,18.2,13.5,0.2,0.7,0.9,.105,-4.0,1.0,-3.0,-0.1,,cissemo01
383,Yanic Konan Niederhäuser,22,LAC,C,41,0,424,16.5,.691,.050,.620,10.5,21.4,16.1,4.1,0.6,6.7,15.3,15.7,0.8,0.5,1.3,.152,-2.5,0.4,-2.2,0.0,,konanya01
384,Jeremy Sochan,22,2TM,PF,40,0,424,11.1,.549,.328,.172,8.1,15.3,11.7,10.5,1.7,1.3,13.8,14.4,0.3,0.6,0.9,.102,-3.0,0.9,-2.2,0.0,,sochaje01
384,Jeremy Sochan,22,SAS,PF,28,0,358,9.7,.538,.354,.162,8.0,13.8,11.0,10.2,1.3,1.2,14.5,14.6,0.1,0.5,0.6,.084,-3.5,0.4,-3.0,-0.1,,sochaje01
384,Jeremy Sochan,22,NYK,PF,12,0,66,18.2,.613,.176,.235,8.4,23.7,16.0,12.4,3.7,1.5,9.6,13.4,0.1,0.1,0.3,.195,-0.6,3.2,2.6,0.1,,sochaje01
385,Tony Bradley,28,IND,C,38,3,416,13.1,.604,.019,.406,14.3,13.7,14.0,6.8,0.7,1.4,12.0,14.5,0.7,0.2,0.9,.101,-2.4,-1.7,-4.1,-0.2,,bradlto01
386,Taurean Prince,31,MIL,SF,19,3,409,8.2,.577,.708,.044,0.8,12.4,6.6,8.7,1.4,0.7,12.9,14.3,0.0,0.2,0.2,.021,-3.2,-1.6,-4.8,-0.3,,princta02
387,Terrence Shannon Jr.,25,MIN,SG,36,1,408,8.2,.551,.452,.365,2.5,7.9,5.2,8.0,1.4,0.2,11.9,15.7,0.1,0.4,0.5,.056,-4.1,-0.6,-4.7,-0.3,,shannte01
388,Moritz Wagner,28,ORL,C,32,0,405,15.5,.548,.372,.388,6.8,22.9,14.8,9.0,1.7,0.2,7.4,24.2,0.4,0.5,0.9,.106,-1.3,-1.0,-2.3,0.0,,wagnemo01
389,Marcus Sasser,25,DET,PG,31,5,397,12.1,.550,.616,.106,1.7,7.8,4.8,22.7,2.4,0.8,15.1,19.4,0.3,0.6,0.8,.099,-1.2,0.2,-1.0,0.1,,sassema01
390,Myron Gardner,24,MIA,SF,41,7,395,15.6,.609,.538,.218,9.8,20.8,15.3,13.4,2.3,1.8,10.3,15.0,0.8,0.6,1.4,.172,-0.8,2.0,1.1,0.3,,gardnmy01
391,Maxi Kleber,34,LAL,PF,37,1,395,8.5,.537,.355,.387,8.6,12.4,10.5,7.3,1.9,2.4,16.2,9.6,0.2,0.4,0.6,.072,-3.9,0.5,-3.4,-0.1,,klebima01
392,Trae Young,27,2TM,PG,15,15,384,21.2,.612,.452,.548,1.1,7.4,4.2,46.0,1.6,0.5,15.1,28.1,1.2,0.2,1.4,.173,4.3,-1.5,2.8,0.5,,youngtr01
392,Trae Young,27,ATL,PG,10,10,280,19.9,.577,.437,.541,0.0,5.9,2.9,45.3,1.7,0.3,13.5,28.8,0.7,0.2,0.9,.161,3.5,-1.8,1.8,0.3,,youngtr01
392,Trae Young,27,WAS,PG,5,5,104,24.7,.723,.500,.571,4.1,11.5,7.7,47.8,1.4,0.8,19.8,26.4,0.4,0.0,0.4,.206,6.2,-0.7,5.6,0.2,,youngtr01
393,Branden Carlson,26,OKC,C,37,2,381,15.6,.597,.459,.126,7.1,19.1,13.4,7.9,0.8,4.7,8.4,17.7,0.5,0.7,1.2,.151,-0.4,0.3,-0.2,0.2,,carlsbr01
394,Julian Phillips,22,2TM,SF,44,2,371,10.2,.545,.545,.172,6.4,6.8,6.6,3.2,2.7,1.6,7.0,12.9,0.2,0.3,0.5,.067,-2.5,0.4,-2.1,0.0,,phillju01
394,Julian Phillips,22,CHI,SF,35,2,334,9.3,.533,.557,.125,7.1,6.9,7.0,2.7,2.4,1.6,7.0,12.5,0.1,0.2,0.4,.054,-2.9,0.0,-2.9,-0.1,,phillju01
394,Julian Phillips,22,MIN,SF,9,0,37,17.7,.623,.455,.545,0.0,5.8,3.0,7.2,5.2,2.4,6.8,16.7,0.1,0.1,0.1,.182,0.7,4.1,4.9,0.1,,phillju01
395,AJ Johnson,21,2TM,SG,42,0,368,4.5,.391,.338,.173,2.6,11.0,6.8,13.8,1.2,0.5,14.4,19.0,-0.9,0.1,-0.8,-0.104,-6.7,-2.2,-8.9,-0.6,,johnsaj01
395,AJ Johnson,21,WAS,SG,25,0,214,4.4,.396,.301,.145,3.9,11.6,7.7,13.9,1.6,0.0,16.9,20.8,-0.6,0.0,-0.6,-0.134,-7.2,-3.3,-10.6,-0.5,,johnsaj01
395,AJ Johnson,21,DAL,SG,17,0,154,4.6,.383,.400,.220,0.7,10.2,5.5,13.6,0.6,1.1,9.9,16.6,-0.3,0.1,-0.2,-0.062,-6.0,-0.7,-6.7,-0.2,,johnsaj01
396,Liam McNeeley,20,CHO,SF,30,0,363,10.8,.594,.638,.415,4.1,18.0,11.2,8.5,0.7,0.8,10.5,14.4,0.5,0.3,0.8,.112,-1.2,-0.1,-1.3,0.1,,mcneeli01
397,Dejounte Murray,29,NOP,PG,13,13,361,19.0,.588,.349,.256,0.9,19.4,10.0,36.6,2.8,0.8,18.0,27.0,0.3,0.4,0.7,.090,1.4,0.6,2.0,0.4,,murrade01
398,Jeremiah Robinson-Earl,25,2TM,PF,22,3,361,9.4,.468,.410,.180,10.6,20.6,15.5,5.6,1.2,0.2,10.0,14.1,0.0,0.2,0.2,.029,-3.4,-1.8,-5.2,-0.3,,robinje02
398,Jeremiah Robinson-Earl,25,IND,PF,17,3,300,8.7,.443,.398,.169,11.4,20.9,16.0,5.4,1.1,0.3,10.1,14.0,-0.1,0.2,0.1,.015,-3.5,-1.9,-5.4,-0.3,,robinje02
398,Jeremiah Robinson-Earl,25,DAL,PF,5,0,61,13.0,.586,.471,.235,7.1,18.9,13.1,6.7,1.5,0.0,9.6,14.3,0.1,0.1,0.1,.100,-3.0,-1.0,-4.1,0.0,,robinje02
399,Kelly Olynyk,34,SAS,C,41,0,357,13.6,.595,.484,.400,7.4,14.7,11.1,17.9,2.0,0.8,17.7,16.0,0.4,0.5,1.0,.133,-1.2,1.2,0.0,0.2,,olynyke01
400,Larry Nance Jr.,33,CLE,PF,30,2,357,9.0,.490,.541,.071,7.7,15.7,11.7,9.9,2.0,1.1,12.2,13.6,0.1,0.4,0.5,.064,-4.0,0.6,-3.4,-0.1,,nancela02
401,Cam Whitmore,21,WAS,SF,21,0,354,13.8,.528,.331,.183,5.7,11.9,8.8,6.6,2.0,2.0,9.0,23.7,-0.1,0.1,0.0,.001,-1.1,-2.1,-3.2,-0.1,,whitmca01
402,Blake Wesley,22,POR,SG,27,0,352,11.2,.519,.292,.375,2.4,9.0,5.7,25.5,2.2,1.3,17.7,19.6,0.0,0.4,0.3,.045,-3.3,0.1,-3.2,-0.1,,weslebl01
403,Cameron Payne,31,PHI,PG,20,1,352,14.8,.517,.657,.140,0.9,11.0,5.9,22.6,3.3,1.6,6.8,19.5,0.4,0.4,0.8,.106,-0.3,1.0,0.6,0.2,,payneca01
404,Taelon Peter,23,IND,SG,31,0,348,8.9,.518,.866,.116,1.8,11.6,6.6,12.7,2.3,1.0,14.5,16.8,-0.3,0.2,0.0,-0.003,-3.3,-0.7,-4.0,-0.2,,peterta01
405,Isaiah Livers,27,PHO,PF,36,0,347,7.6,.469,.625,.188,5.9,13.9,9.8,7.7,1.9,2.2,14.8,9.9,0.0,0.4,0.4,.056,-3.7,1.1,-2.5,0.0,,liveris01
406,Matisse Thybulle,28,POR,SG,24,0,342,15.2,.605,.677,.212,4.0,11.2,7.6,8.1,6.1,3.1,16.2,15.3,0.2,0.8,1.0,.135,-1.6,6.1,4.5,0.6,,thybuma01
407,Jayson Tatum,27,BOS,PF,11,11,341,19.1,.525,.500,.242,2.3,29.4,16.0,21.2,1.8,0.6,9.1,30.7,0.3,0.6,0.9,.125,2.5,1.1,3.7,0.5,,tatumja01
408,Ty Jerome,28,MEM,SG,15,15,339,25.7,.616,.465,.260,3.5,10.0,6.7,44.7,2.2,1.1,10.1,32.7,1.2,0.2,1.4,.198,8.2,-0.6,7.6,0.8,,jeromty01
409,Khaman Maluach,19,PHO,C,40,0,337,13.2,.597,.173,.358,12.1,21.8,16.8,2.5,0.6,7.4,20.4,14.8,0.1,0.5,0.6,.084,-4.1,-0.1,-4.2,-0.2,,maluakh01
410,Doug McDermott,34,SAC,SF,23,0,332,9.3,.615,.913,.019,1.3,7.6,4.4,5.8,0.6,0.8,8.7,14.7,0.2,-0.1,0.2,.026,-0.7,-3.1,-3.7,-0.1,,mcderdo01
411,Christian Koloko,25,3TM,C,25,4,331,9.0,.448,.104,.149,9.1,14.6,11.8,6.5,2.0,6.1,15.4,10.6,-0.1,0.4,0.3,.046,-5.5,1.5,-4.0,-0.2,,kolokch01
411,Christian Koloko,25,LAL,C,2,0,6,-0.3,,,,0.0,19.0,9.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.025,-6.7,-1.7,-8.4,0.0,,kolokch01
411,Christian Koloko,25,MEM,C,11,2,195,9.0,.394,.029,.114,10.4,14.0,12.2,6.5,2.4,6.2,16.0,9.3,-0.1,0.2,0.1,.035,-4.8,1.7,-3.0,0.0,,kolokch01
411,Christian Koloko,25,ATL,C,12,2,130,9.3,.505,.188,.188,7.4,15.2,11.3,6.8,1.5,6.3,14.8,13.1,0.0,0.2,0.2,.064,-6.5,1.3,-5.2,-0.1,,kolokch01
412,Jae'Sean Tate,30,HOU,SF,39,0,327,10.2,.572,.337,.105,8.2,9.4,8.8,7.0,1.4,0.8,11.8,13.1,0.3,0.3,0.6,.093,-3.4,-0.5,-3.8,-0.2,,tateja01
413,Jamal Cain,26,ORL,SF,32,1,322,10.7,.574,.477,.262,6.9,10.9,8.9,8.0,1.1,0.6,12.5,18.0,0.2,0.2,0.4,.065,-2.1,-1.8,-3.9,-0.2,,cainja01
414,Nick Smith Jr.,21,LAL,SG,25,1,318,9.2,.530,.519,.083,0.8,6.4,3.7,12.6,1.4,0.6,12.1,21.5,-0.2,0.2,0.0,-0.003,-2.9,-2.3,-5.2,-0.3,,smithni01
415,Bez Mbeng,22,UTA,SG,10,3,306,7.2,.493,.395,.302,4.5,8.3,6.4,14.1,2.8,1.3,23.5,8.6,0.0,0.1,0.1,.016,-6.2,-0.1,-6.3,-0.3,,mbengbe01
416,Oscar Tshiebwe,26,UTA,C,21,1,305,19.5,.647,.000,.381,17.8,22.1,19.9,10.9,1.5,1.0,9.3,14.6,0.9,0.1,1.0,.157,1.2,-2.7,-1.4,0.0,,tshieos01
417,Andre Jackson Jr.,24,MIL,SG,41,1,303,7.1,.441,.553,.212,7.5,11.9,9.7,14.9,2.4,0.7,20.5,17.1,-0.4,0.2,-0.2,-0.032,-5.4,-1.4,-6.8,-0.4,,jacksan01
418,Yang Hansen,20,POR,C,41,1,296,3.8,.413,.420,.340,7.2,16.6,11.8,10.0,0.5,3.0,21.8,20.1,-0.8,0.3,-0.5,-0.077,-8.9,-0.7,-9.6,-0.6,,yangha01
419,Obi Toppin,27,IND,PF,17,3,291,17.8,.623,.559,.213,3.3,23.5,13.1,20.9,1.5,0.3,12.6,23.2,0.4,0.2,0.6,.101,1.9,-0.3,1.6,0.3,,toppiob01
420,Tyler Burton,25,MEM,SF,11,0,288,9.3,.513,.590,.238,3.0,14.8,8.8,5.7,1.8,1.3,8.7,18.3,-0.1,0.2,0.1,.024,-3.7,-1.7,-5.4,-0.2,,burtoty01
421,Zach Edey,23,MEM,C,11,11,284,20.8,.669,.051,.327,16.2,30.4,23.3,6.6,1.2,6.9,18.8,20.2,0.4,0.4,0.8,.140,-0.6,1.1,0.6,0.2,,edeyza01
422,Killian Hayes,24,SAC,PG,17,3,281,7.3,.399,.449,.112,0.8,15.5,7.9,28.3,1.5,1.3,16.3,18.6,-0.5,0.1,-0.4,-0.060,-5.6,-1.8,-7.4,-0.4,,hayeski01
423,Leaky Black,26,WAS,SF,9,5,281,10.0,.566,.459,.131,4.9,15.4,10.1,7.9,1.2,2.2,8.5,10.5,0.2,0.1,0.3,.054,-2.1,-1.2,-3.3,-0.1,,blackle01
424,Lindy Waters III,28,SAS,SG,39,0,280,7.2,.527,.895,.035,1.2,9.4,5.4,8.6,0.9,0.3,7.4,14.2,0.1,0.3,0.3,.060,-3.0,-0.5,-3.6,-0.1,,waterli01
425,Brooks Barnhizer,23,OKC,SG,36,0,278,6.9,.446,.340,.120,5.7,18.4,12.3,8.0,1.0,1.4,13.2,9.4,0.0,0.5,0.4,.077,-4.0,1.2,-2.8,-0.1,,barnhbr01
426,Malaki Branham,22,WAS,SG,28,0,275,14.1,.604,.407,.374,4.6,12.6,8.6,11.8,1.7,1.0,12.4,18.4,0.3,0.1,0.4,.067,-0.8,-1.5,-2.3,0.0,,branhma01
427,Bronny James,21,LAL,SG,35,1,267,8.7,.481,.456,.089,1.8,5.5,3.7,19.6,2.6,1.0,16.3,16.0,-0.1,0.2,0.1,.019,-3.6,-0.7,-4.3,-0.2,,jamesbr02
428,Pat Connaughton,33,CHO,SG,36,0,264,13.4,.588,.615,.231,5.2,17.2,11.3,9.0,1.9,0.3,9.5,15.2,0.3,0.3,0.6,.118,0.0,0.4,0.4,0.2,,connapa01
429,Ron Harper Jr.,25,BOS,SF,25,2,263,11.6,.543,.778,.025,5.9,10.6,8.3,8.2,1.0,3.5,5.8,14.3,0.3,0.3,0.6,.112,-0.2,0.8,0.5,0.2,,harpero02
430,Jordan McLaughlin,29,SAS,PG,40,0,262,11.1,.532,.534,.068,2.1,8.8,5.5,17.5,3.3,0.7,16.6,14.5,0.0,0.4,0.5,.086,-2.4,2.2,-0.2,0.1,,mclaujo01
431,Duop Reath,29,POR,C,32,0,258,10.6,.613,.743,.081,4.1,11.9,7.9,5.4,0.9,2.8,8.4,13.1,0.3,0.2,0.5,.102,-0.9,-0.1,-1.0,0.1,,reathdu01
432,Kevon Looney,29,NOP,C,19,6,254,13.5,.452,.167,.148,18.5,24.1,21.3,12.6,1.1,3.4,12.2,10.8,0.3,0.2,0.5,.102,-1.5,-0.9,-2.4,0.0,,looneke01
433,KJ Simpson,23,2TM,PG,17,2,246,8.6,.428,.406,.188,3.8,11.7,7.8,24.1,3.2,0.0,18.8,22.0,-0.4,0.3,-0.1,-0.019,-5.0,0.5,-4.5,-0.2,,simpskj01
433,KJ Simpson,23,CHO,PG,14,2,223,7.8,.437,.438,.180,2.6,11.9,7.3,22.1,3.3,0.0,20.0,22.7,-0.5,0.3,-0.2,-0.035,-5.6,0.3,-5.4,-0.2,,simpskj01
433,KJ Simpson,23,DEN,PG,3,0,23,16.5,.317,.000,.286,15.4,9.4,12.2,43.4,2.1,0.0,0.0,14.9,0.1,0.0,0.1,.140,0.7,2.8,3.6,0.0,,simpskj01
434,Chaney Johnson,23,BRK,SF,12,0,232,15.2,.625,.373,.407,10.5,14.3,12.3,18.7,2.3,2.0,16.8,15.7,0.4,0.2,0.6,.127,-0.7,1.1,0.4,0.1,,johnsch06
435,Chaz Lanier,24,DET,SG,29,0,230,7.6,.458,.766,.078,3.4,6.2,4.8,8.3,1.5,0.0,2.4,14.7,0.1,0.2,0.3,.067,-3.2,-0.9,-4.1,-0.1,,laniech01
436,LJ Cryer,24,GSW,PG,15,0,229,9.4,.582,.833,.133,1.9,10.4,6.1,8.2,0.4,0.0,9.5,19.5,0.1,0.1,0.2,.045,-2.0,-2.9,-4.9,-0.2,,cryerlj01
437,Joan Beringer,19,MIN,PF,35,1,228,18.8,.658,.000,.304,16.2,15.5,15.8,5.1,1.0,5.8,9.3,15.9,0.6,0.3,0.9,.194,-0.9,0.3,-0.7,0.1,,berinjo01
438,Chris Paul,40,LAC,PG,16,0,228,8.1,.413,.536,.036,3.2,10.9,7.2,30.6,2.4,0.0,22.0,14.2,-0.1,0.2,0.1,.017,-4.0,-0.2,-4.2,-0.1,,paulch01
439,Julian Reese,22,WAS,PF,7,6,217,13.5,.610,.000,.436,13.1,24.9,19.0,8.4,1.5,1.2,22.5,16.3,0.1,0.1,0.2,.052,-3.2,-1.8,-4.9,-0.2,,reeseju01
