Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
541,Orlando Robinson,25,ORL,C,4,1,25,14.7,.700,.400,.000,8.8,9.0,8.9,16.5,1.9,0.0,0.0,8.5,0.1,0.0,0.1,.194,0.7,0.5,1.2,0.0,,robinor01
542,Dalano Banton,26,2TM,PG,5,0,25,12.6,.506,.000,.222,4.8,0.0,2.3,24.8,2.0,4.1,16.8,20.8,0.0,0.0,0.0,.033,-4.4,-0.7,-5.0,0.0,,bantoda01
542,Dalano Banton,26,LAC,PG,2,0,10,27.9,.750,.000,.000,12.0,0.0,5.8,37.1,5.0,0.0,20.0,22.2,0.0,0.0,0.0,.228,7.3,5.2,12.5,0.0,,bantoda01
542,Dalano Banton,26,BOS,PG,3,0,15,2.5,.340,.000,.400,0.0,0.0,0.0,16.6,0.0,6.8,14.5,19.9,0.0,0.0,0.0,-0.096,-12.2,-4.5,-16.7,-0.1,,bantoda01
543,Sean Pedulla,23,LAC,PG,4,0,23,13.2,.500,.692,.000,0.0,9.9,5.1,28.0,0.0,0.0,0.0,25.1,0.0,0.0,0.0,.081,-3.3,-5.0,-8.3,0.0,,pedulse01
544,Riley Minix,25,2TM,SF,6,0,23,29.1,.792,.500,.000,9.6,14.1,11.8,31.6,2.1,0.0,14.3,25.6,0.1,0.0,0.1,.262,8.8,2.4,11.1,0.1,,minixri01
544,Riley Minix,25,SAS,SF,3,0,8,44.8,.750,.500,.000,13.8,13.1,13.4,31.3,6.0,0.0,0.0,31.6,0.1,0.0,0.1,.431,18.0,7.4,25.5,0.1,,minixri01
544,Riley Minix,25,CLE,SF,3,0,15,20.7,.833,.500,.000,7.3,14.6,11.0,31.7,0.0,0.0,25.0,22.4,0.0,0.0,0.1,.172,3.8,-0.3,3.5,0.0,,minixri01
545,Brandon Clarke,29,MEM,PF,2,2,20,12.4,.372,.000,.444,21.4,10.9,16.2,7.0,4.7,0.0,0.0,22.4,0.0,0.0,0.0,.045,-4.6,-0.2,-4.9,0.0,,clarkbr01
546,Jayson Kent,23,POR,SF,3,0,19,21.2,.776,.500,.167,0.0,23.0,11.4,0.0,2.5,4.7,0.0,13.7,0.1,0.0,0.1,.230,3.0,4.8,7.8,0.0,,kentja01
547,Harrison Ingram,23,SAS,SF,5,0,17,22.9,.900,.200,.000,19.5,0.0,9.5,8.9,0.0,0.0,0.0,12.4,0.1,0.0,0.1,.298,7.9,-0.5,7.3,0.0,,ingraha01
548,Jacob Toppin,25,ATL,SF,5,0,17,15.2,.667,.000,.000,0.0,6.5,3.2,8.8,0.0,5.4,0.0,14.7,0.0,0.0,0.0,.127,-0.1,0.5,0.4,0.0,,toppija01
549,Chris Livingston,22,CLE,SF,3,0,17,15.5,.605,.429,.143,0.0,19.3,9.7,8.9,2.8,0.0,0.0,18.4,0.0,0.0,0.1,.166,-4.7,2.0,-2.8,0.0,,livinch01
550,Rocco Zikarsky,19,MIN,C,4,0,16,21.1,.600,.000,.000,14.0,20.0,17.1,0.0,0.0,16.4,0.0,13.2,0.0,0.0,0.1,.199,1.6,0.8,2.4,0.0,,zikarro01
551,Buddy Boeheim,26,OKC,SF,4,0,15,4.7,.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,0.0,0.0,0.0,.013,-3.8,-4.6,-8.4,0.0,,boehebu01
552,N'Faly Dante,24,ATL,C,4,0,15,12.4,.338,.000,.250,21.4,29.3,25.3,0.0,6.3,0.0,18.4,15.1,0.0,0.0,0.0,.050,-3.7,-0.9,-4.6,0.0,,nfalyda01
553,Vladislav Goldin,24,MIA,C,5,0,14,12.1,.667,.000,.000,7.3,22.3,14.7,18.8,0.0,6.4,25.0,11.6,0.0,0.0,0.0,.117,-5.1,4.4,-0.7,0.0,,goldivl01
554,Norchad Omier,24,LAC,PF,3,0,14,28.9,.800,.200,.000,17.2,16.2,16.7,12.9,3.6,0.0,0.0,15.9,0.1,0.0,0.1,.331,4.4,0.5,4.9,0.0,,omierno01
555,Max Shulga,23,BOS,SG,8,0,13,1.0,.410,.250,.500,8.5,0.0,4.2,19.4,0.0,0.0,17.0,19.6,0.0,0.0,0.0,-0.019,-12.5,-1.3,-13.7,0.0,,shulgma01
556,Chucky Hepburn,22,TOR,PG,2,0,13,-13.5,.000,.833,.000,0.0,8.8,4.3,17.5,3.7,0.0,14.3,23.0,-0.1,0.0,-0.1,-0.441,-20.7,-3.1,-23.9,-0.1,,hepbuch01
557,John Tonje,24,BOS,SG,5,0,12,8.2,.347,1.000,1.000,0.0,17.9,9.1,9.6,4.2,0.0,0.0,10.4,0.0,0.0,0.0,.088,-10.1,2.9,-7.2,0.0,,tonjejo01
558,David Roddy,24,DEN,PF,2,0,12,10.1,.258,1.000,.667,9.8,26.9,18.8,18.8,4.1,0.0,0.0,14.1,0.0,0.0,0.0,.064,-5.1,1.2,-4.0,0.0,,roddyda01
559,Alex Morales,28,ORL,PG,1,0,12,4.5,.500,.000,.000,9.2,18.8,14.0,43.7,0.0,0.0,50.0,14.2,0.0,0.0,0.0,-0.020,-9.1,-2.1,-11.3,0.0,,moralal01
560,Colin Castleton,25,ORL,C,1,0,10,-3.5,.333,.000,.000,0.0,45.2,22.4,13.4,0.0,0.0,40.0,21.2,-0.1,0.0,-0.1,-0.270,-13.4,-2.5,-15.9,0.0,,castlco01
561,Tosan Evbuomwan,24,NYK,SF,5,0,8,-0.3,.000,.000,.000,13.8,14.0,13.9,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,-0.025,-8.5,-3.0,-11.5,0.0,,evbuoto01
562,Enrique Freeman,25,MIN,PF,2,0,8,9.1,,,,0.0,40.1,20.5,0.0,0.0,10.9,,0.0,0.0,0.0,0.0,.111,-1.2,3.7,2.5,0.0,,freemen01
563,CJ Huntley,24,PHO,SF,2,0,7,7.1,.500,.000,.000,0.0,0.0,0.0,20.1,0.0,0.0,0.0,12.1,0.0,0.0,0.0,.071,-5.7,-1.3,-7.0,0.0,,huntlcj01
564,Payton Sandfort,23,OKC,SF,2,0,7,-15.1,.340,.800,.400,0.0,29.8,15.5,0.0,0.0,0.0,14.5,42.6,-0.1,0.0,-0.1,-0.377,-27.2,-6.1,-33.3,-0.1,,sandfpa01
565,Stanley Umude,26,SAS,SG,2,0,7,11.6,.500,.500,.000,0.0,0.0,0.0,18.9,6.9,0.0,0.0,12.0,0.0,0.0,0.0,.166,-6.7,7.0,0.3,0.0,,umudest01
566,Colby Jones,23,DET,SG,1,0,7,13.0,.333,.667,.000,0.0,62.9,31.8,38.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,.124,-3.2,5.6,2.4,0.0,,jonesco02
567,Noa Essengue,19,CHI,PF,2,0,6,-12.0,.000,.667,.000,0.0,0.0,0.0,0.0,7.8,0.0,0.0,20.9,-0.1,0.0,-0.1,-0.419,-20.6,-3.0,-23.7,0.0,,essenno01
568,Trentyn Flowers,20,CHI,SF,2,0,6,16.7,.667,.333,.000,18.0,0.0,8.9,30.6,0.0,0.0,25.0,27.9,0.0,0.0,0.0,.024,1.8,-2.7,-0.9,0.0,,flowetr01
569,Zyon Pullin,24,MIN,SG,2,0,6,25.7,1.064,.000,2.000,0.0,0.0,0.0,69.9,8.0,0.0,51.5,27.3,0.0,0.0,0.0,.276,-1.7,8.5,6.8,0.0,,pullizy01
570,Trevor Keels,22,MIA,SG,4,0,5,-22.7,.000,.750,.000,0.0,41.6,20.6,0.0,0.0,0.0,0.0,32.5,-0.1,0.0,-0.1,-0.699,-28.6,-11.5,-40.1,0.0,,keelstr01
571,Hunter Dickinson,25,NOP,C,1,0,5,-11.0,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,18.9,50.0,33.4,-0.1,0.0,-0.1,-0.523,-27.0,1.0,-26.0,0.0,,dickihu01
572,Olivier Sarr,26,CLE,C,1,0,4,-2.3,.568,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,.047,-12.1,-1.6,-13.7,0.0,,sarrol01
573,Darius Brown II,26,CLE,SG,1,0,3,-7.7,.000,.000,.000,0.0,36.5,18.3,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,-0.268,-16.3,-2.4,-18.7,0.0,,brownda04
