Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
99,Jaime Jaquez Jr.,24,MIA,SF,69,1,28.2,6.0,12.0,.498,0.7,2.3,.300,5.3,9.7,.546,.527,2.3,3.0,.762,1.3,3.8,5.1,4.7,0.7,0.3,2.0,1.9,14.9,,jaqueja01
100,Kyshawn George,22,WAS,SF,48,48,29.0,5.3,12.0,.438,2.1,5.4,.381,3.2,6.6,.486,.524,2.2,2.7,.802,0.9,4.2,5.1,4.5,1.0,0.9,2.6,3.5,14.8,,georgky01
101,Jaden McDaniels,25,MIN,PF,71,71,31.9,5.6,10.9,.518,1.4,3.4,.421,4.2,7.5,.562,.584,2.1,2.5,.839,1.0,3.2,4.2,2.7,1.1,1.0,1.8,3.4,14.8,,mcdanja02
102,Peyton Watson,23,DEN,SF,53,40,30.0,5.3,10.9,.490,1.5,3.7,.415,3.8,7.2,.528,.560,2.6,3.6,.730,0.9,4.0,4.9,2.1,0.9,1.2,1.7,2.5,14.8,,watsope01
103,Mikal Bridges,29,NYK,SF,75,75,33.4,5.9,12.1,.486,2.0,5.3,.376,3.9,6.8,.571,.568,1.0,1.2,.818,1.0,3.0,4.0,3.8,1.3,0.8,1.0,2.0,14.7,,bridgmi01
104,Ayo Dosunmu,26,2TM,SG,64,15,26.8,5.5,10.6,.519,1.8,4.0,.446,3.7,6.6,.564,.604,1.8,2.0,.862,0.7,2.7,3.4,3.7,0.8,0.3,1.3,1.9,14.6,,dosunay01
104,Ayo Dosunmu,26,CHI,SG,45,10,26.4,5.6,10.8,.514,1.9,4.3,.451,3.6,6.5,.556,.604,2.0,2.3,.857,0.7,2.3,3.0,3.6,0.8,0.3,1.4,1.7,15.0,,dosunay01
104,Ayo Dosunmu,26,MIN,SG,19,5,27.9,5.4,10.2,.531,1.5,3.4,.431,3.9,6.8,.581,.603,1.2,1.3,.880,0.6,3.7,4.3,3.7,0.9,0.2,1.2,2.2,13.5,,dosunay01
105,Kelly Oubre Jr.,30,PHI,SF,43,36,32.3,5.1,11.1,.461,1.8,4.9,.358,3.3,6.2,.543,.541,2.5,3.3,.757,1.1,3.9,5.0,1.7,1.3,0.5,1.4,2.5,14.5,,oubreke01
106,Walker Kessler,24,UTA,C,5,5,30.8,5.2,7.4,.703,1.2,1.6,.750,4.0,5.8,.690,.784,2.8,4.0,.700,4.6,6.2,10.8,3.0,1.4,1.8,3.2,4.4,14.4,,kesslwa01
107,Anfernee Simons,26,2TM,SG,55,5,24.9,5.2,11.8,.440,2.7,6.9,.385,2.5,4.9,.517,.552,1.3,1.4,.896,0.6,1.9,2.5,2.4,0.5,0.1,1.2,1.7,14.3,,simonan01
107,Anfernee Simons,26,BOS,SG,49,0,24.5,5.1,11.6,.440,2.7,6.7,.395,2.4,4.9,.502,.555,1.3,1.5,.889,0.5,1.9,2.4,2.4,0.6,0.1,1.1,1.7,14.2,,simonan01
107,Anfernee Simons,26,CHI,SG,6,5,28.3,5.8,13.3,.438,2.7,8.3,.320,3.2,5.0,.633,.538,0.8,0.8,1.000,0.8,2.0,2.8,3.0,0.0,0.3,2.2,2.0,15.2,,simonan01
108,Brice Sensabaugh,22,UTA,SF,70,18,23.0,5.1,11.1,.457,2.0,5.7,.357,3.0,5.4,.564,.549,2.1,2.6,.827,0.8,2.3,3.0,1.8,0.7,0.1,1.5,1.9,14.3,,sensabr01
109,Kennedy Chandler,23,UTA,PG,6,1,32.3,5.2,12.0,.431,1.3,3.7,.364,3.8,8.3,.460,.486,2.5,3.8,.652,0.3,2.8,3.2,6.8,1.0,0.2,2.3,2.3,14.2,,chandke01
110,Ivica Zubac,28,2TM,C,48,47,30.1,6.0,10.0,.598,0.0,0.0,,6.0,10.0,.598,.598,2.1,3.0,.711,3.4,7.2,10.6,2.2,0.4,0.8,1.8,2.3,14.1,,zubaciv01
110,Ivica Zubac,28,LAC,C,43,42,30.9,6.1,10.0,.613,0.0,0.0,,6.1,10.0,.613,.613,2.2,3.1,.705,3.4,7.6,11.0,2.2,0.4,0.8,1.9,2.4,14.4,,zubaciv01
110,Ivica Zubac,28,IND,C,5,5,23.6,5.0,10.6,.472,0.0,0.0,,5.0,10.6,.472,.472,1.6,2.0,.800,2.8,4.4,7.2,1.8,0.4,0.8,0.8,1.6,11.6,,zubaciv01
111,Devin Vassell,25,SAS,SG,60,58,30.5,5.0,11.3,.440,2.5,6.5,.392,2.5,4.9,.505,.552,1.6,2.0,.812,0.6,3.4,3.9,2.5,0.9,0.4,0.9,1.6,14.1,,vassede01
112,P.J. Washington,27,DAL,PF,55,52,31.0,5.3,11.8,.448,1.3,4.1,.320,3.9,7.6,.517,.504,2.3,3.3,.687,1.5,5.5,7.1,1.8,1.0,1.1,1.7,2.1,14.1,,washipj01
113,Santi Aldama,25,MEM,PF,43,11,27.9,5.3,11.1,.479,1.6,4.7,.350,3.7,6.4,.572,.553,1.8,2.7,.667,1.6,5.1,6.7,2.9,0.9,0.7,1.3,1.6,14.0,,aldamsa01
114,Scoot Henderson,21,POR,PG,24,4,23.6,4.6,11.0,.417,1.8,5.2,.336,2.8,5.8,.489,.496,3.1,3.7,.831,0.5,2.3,2.8,4.0,0.8,0.3,2.6,2.9,14.0,,hendesc01
115,Ajay Mitchell,23,OKC,SG,53,15,26.3,5.2,10.5,.488,1.1,3.1,.348,4.1,7.5,.547,.539,2.6,3.0,.873,0.7,2.8,3.4,3.6,1.3,0.3,1.5,2.1,14.0,,mitchaj01
116,Keegan Murray,25,SAC,PF,23,22,34.5,5.5,13.0,.420,1.3,4.9,.277,4.1,8.2,.505,.472,1.7,2.1,.776,1.4,4.3,5.7,1.7,1.0,1.6,1.2,1.8,14.0,,murrake02
117,Quentin Grimes,25,PHI,SG,68,19,30.1,4.6,10.2,.452,1.8,5.3,.332,2.9,4.9,.581,.538,2.8,3.3,.837,0.6,3.1,3.7,3.5,0.9,0.4,1.9,2.1,13.8,,grimequ01
118,Tim Hardaway Jr.,33,DEN,SG,75,5,26.9,4.5,9.9,.450,2.9,7.0,.410,1.6,2.9,.545,.594,2.1,2.5,.812,0.2,2.4,2.6,1.4,0.5,0.1,0.6,1.2,13.8,,hardati02
119,Aaron Nesmith,26,IND,SF,45,42,29.7,4.7,11.4,.414,2.3,6.2,.379,2.4,5.2,.455,.517,2.0,2.5,.829,1.1,3.1,4.2,1.9,0.6,0.5,1.4,2.8,13.8,,nesmiaa01
120,De'Andre Hunter,28,2TM,SF,45,25,26.1,4.6,11.1,.415,1.7,5.5,.305,3.0,5.7,.522,.490,2.8,3.2,.867,0.7,3.4,4.1,2.0,0.7,0.1,1.7,2.5,13.7,,huntede01
120,De'Andre Hunter,28,CLE,SF,43,23,26.2,4.7,11.2,.423,1.7,5.5,.308,3.0,5.7,.535,.499,2.8,3.2,.869,0.7,3.6,4.2,2.1,0.7,0.1,1.7,2.5,14.0,,huntede01
